case_id,canonical_oracle,max_budget_oracle,gain,s10_a0,s10_a6,s10_a11,s10_a15,s10_a23,s10_a39,s15_a0,s15_a6,s15_a11,s15_a15,s15_a23,s15_a39,s20_a0,s20_a6,s20_a11,s20_a15,s20_a23,s20_a39,s25_a0,s25_a6,s25_a11,s25_a15,s25_a23,s25_a39,s30_a0,s30_a6,s30_a11,s30_a15,s30_a23,s30_a39
TCGA_CS_6290_20000917_8,0.9645576266736676,0.9645576266736676,0.0,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676,0.9645576266736676
TCGA_CS_6665_20010817_18,0.7081682701377099,0.726928895612708,0.018760625474998127,0.7081682701377099,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708,0.7081682701377099,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708,0.7081682701377099,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708,0.7081682701377099,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708,0.7081682701377099,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708,0.726928895612708
TCGA_CS_6666_20011109_17,0.9493494423791822,0.9493494423791822,0.0,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822,0.9493494423791822
TCGA_CS_6667_20011105_13,0.9404553415061296,0.9490126731506042,0.008557331644474586,0.9404553415061296,0.9416319237641453,0.9490126731506042,0.9490126731506042,0.9490126731506042,0.9490126731506042,0.9404553415061296,0.9416319237641453,0.9490126731506042,0.9490126731506042,0.9490126731506042,0.9490126731506042,0.9404553415061296,0.9416319237641453,0.9490126731506042,0.9490126731506042,0.9490126731506042,0.9490126731506042,0.9404553415061296,0.9416319237641453,0.9490126731506042,0.9490126731506042,0.9490126731506042,0.9490126731506042,0.9404553415061296,0.9416319237641453,0.9490126731506042,0.9490126731506042,0.9490126731506042,0.9490126731506042
TCGA_CS_6668_20011025_17,0.9417924237757931,0.9432449105490438,0.0014524867732507163,0.9417924237757931,0.9417924237757931,0.9432449105490438,0.9432449105490438,0.9432449105490438,0.9432449105490438,0.9417924237757931,0.9417924237757931,0.9432449105490438,0.9432449105490438,0.9432449105490438,0.9432449105490438,0.9428836060512504,0.9428836060512504,0.9432449105490438,0.9432449105490438,0.9432449105490438,0.9432449105490438,0.9428836060512504,0.9428836060512504,0.9432449105490438,0.9432449105490438,0.9432449105490438,0.9432449105490438,0.9428836060512504,0.9428836060512504,0.9432449105490438,0.9432449105490438,0.9432449105490438,0.9432449105490438
TCGA_CS_6669_20020102_16,0.9043746494671902,0.9043746494671902,0.0,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902,0.9043746494671902
TCGA_DU_5849_19950405_24,0.9584450402144772,0.9590878604963112,0.0006428202818340445,0.9584450402144772,0.9590488771466315,0.9590488771466315,0.9590488771466315,0.9590488771466315,0.9590488771466315,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112,0.9590878604963112
TCGA_DU_5851_19950428_19,0.9556148435605142,0.9556148435605142,0.0,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142,0.9556148435605142
TCGA_DU_5852_19950709_13,0.7552721922511035,0.7552721922511035,0.0,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035,0.7552721922511035
TCGA_DU_5853_19950823_29,0.7690782953419227,0.7696889477167439,0.0006106523748211634,0.7690782953419227,0.7690782953419227,0.7690782953419227,0.7690782953419227,0.7690782953419227,0.7690782953419227,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439,0.7696889477167439
