case_id,candidate_count,selected_index,oracle_index,seed_count,any_seed_in_gt,union_gt_recall,max_candidate_recall,min_centroid_distance_radii,selected_dice,selected_precision,selected_recall,selected_boundary_f1_2px,selected_assd_px,selected_hd95_px,oracle_dice,oracle_precision,oracle_recall,oracle_boundary_f1_2px,oracle_assd_px,oracle_hd95_px,boundary_gradient_median,boundary_gradient_p25,weak_boundary_fraction,normal_gradient_abs_median,normal_gradient_sign_consistency,ring_intensity_distance_iqr,gt_compactness,selection_regret,failure_class
TCGA_DU_6399_19830416_23,464,122,227,20,1,0.9965277777777778,0.9965277777777778,0.028318083632567343,0.9605295415543025,0.9495879786718371,0.9717261904761905,0.9287474877706571,0.41464882987126256,2.0,0.9697885196374623,0.9846625766871165,0.9553571428571429,0.9909365558912386,0.2785539222948387,1.4142135623730951,0.0882504150685075,0.07171575716649228,0.008875739644970414,0.08410961140370804,0.9644970414201184,1.3458702387718608,0.9083797611437846,0.009258978083159786,C
TCGA_DU_6400_19830518_22,554,267,223,20,1,0.983989753442203,0.983989753442203,0.02380414345740166,0.9540050062578223,0.9327011318446008,0.9763048350944604,0.8757377013281361,0.5683826256737134,2.23606797749979,0.9621828626136908,0.958969465648855,0.9654178674351584,0.9127200185162734,0.400255996028713,2.0,0.07769286324304807,0.04942055912212378,0.06855791962174941,0.0722231427390882,0.9881796690307328,0.5779969633098272,0.8334170491757176,0.00817785635586854,C
TCGA_DU_6401_19831001_30,540,255,534,20,1,0.9965968117499552,0.9965968117499552,0.007982744790254391,0.9534623655913979,0.9172459450513075,0.9926562779867455,0.7878993881713121,0.5761558009999956,3.4504055101105156,0.9787886993410958,0.9865356622998545,0.9711624574601468,0.9700797097055545,0.26407451430150164,1.4142135623730951,0.09105585533044624,0.06022761228410603,0.023474178403755867,0.08585224046345963,0.9796557120500783,1.0773255677865383,0.6683246374405633,0.02532633374969795,C
TCGA_DU_6404_19850629_35,500,36,58,20,1,0.9807492195629552,0.9807492195629552,0.04825880203590713,0.9474229474229474,0.9432697266632285,0.9516129032258065,0.8741042377787093,0.4925054490672502,2.23606797749979,0.9526813880126183,0.9628055260361318,0.9427679500520292,0.9068126614488955,0.3977471372561501,2.0,0.08990093838729452,0.06393923400473742,0.003257328990228013,0.08602761841362044,0.996742671009772,0.5844656590100474,0.9798598044865321,0.005258440589670843,C
TCGA_DU_6405_19851005_46,572,177,0,20,0,0.0,0.0,0.5847819054725855,0.0,0.0,0.0,0.0,42.165979431655806,69.0,0.0,0.0,0.0,0.0,75.00604267894178,100.70749283050904,0.02546568454110664,0.015247841693708245,0.6118421052631579,0.021619607649133097,0.9539473684210527,0.4022809941530097,0.5719094892932477,0.0,L
TCGA_DU_6407_19860514_27,554,114,179,20,1,1.0,1.0,0.005915403266236353,0.9678225554514215,0.9430745814307459,0.9939043952518447,0.9399178574063599,0.40898946012623655,2.0,0.9768944902245921,0.9840494791666666,0.9698427975617581,0.9975062344139651,0.2689657933720537,1.0,0.08195437241299479,0.06132177520315002,0.016826923076923076,0.07721610480055519,0.9903846153846154,1.3326929982266185,0.9230223679175302,0.009071934773170587,C
TCGA_DU_6408_19860521_31,537,533,365,20,1,0.9953720844131803,0.9953720844131803,0.002850674145874239,0.9440883190883191,0.909433962264151,0.9814883376527213,0.7680085595827203,0.5221638300745004,2.23606797749979,0.9509275335831124,0.9390001804728388,0.9631617919289153,0.8242810679070086,0.3926964347278013,2.0,0.05859988698096036,0.03886269075500186,0.036384976525821594,0.05389214210131725,0.9706572769953051,0.6926003666432846,0.3740634246884684,0.0068392144947933,C
TCGA_DU_7008_19830723_26,456,145,78,20,1,0.9188770571151984,0.9188770571151984,0.015116451791643086,0.8900138971610085,0.9132206151965777,0.8679574056147145,0.5850000000000001,1.1591548411836914,6.074486277268386,0.8904565941602979,0.9014084507042254,0.8797676669893514,0.5774569683509161,1.0875827118566384,5.0,0.027202236088017563,0.016896563812684763,0.2073732718894009,0.022619520242067367,0.869815668202765,0.6080384139995816,0.33832334721524643,0.00044269699928933814,C
TCGA_DU_7010_19860307_38,445,172,198,20,1,0.9866731281802762,0.9866731281802762,0.05224910274388293,0.8502293577981651,0.8070977574569997,0.8982311606493821,0.6063534091693387,2.028728617472241,12.82455532033676,0.8665256872745366,0.8903374233128835,0.8439544463290526,0.6466855273310166,1.5140897487522889,7.280109889280518,0.03885769540663334,0.024885194168846655,0.21234119782214156,0.03464058398137805,0.969147005444646,0.4266611570213237,0.17206781505522073,0.016296329476371496,C
TCGA_DU_7013_19860523_17,536,187,186,20,0,0.9856972586412396,0.9856972586412396,1.9128340552025944,0.3934816224574759,0.24580175360380443,0.9856972586412396,0.3530290301502847,26.843900938548945,87.78885780614195,0.3973941368078176,0.2491302374829829,0.9815256257449344,0.34233270580181413,28.405359617342626,86.7557221253996,0.04368575525153431,0.021745222903681916,0.31524008350730687,0.04043036614420269,0.9624217118997912,0.522319297216536,0.3722613143649984,0.003912514350341678,B
TCGA_DU_7014_19860618_36,530,146,104,20,1,0.9900142653352354,0.9900142653352354,0.026816291284706962,0.9252700746185544,0.8703121726377541,0.9876367094626723,0.660511636853241,1.9004355706979277,10.700237713501828,0.9516223497715826,0.9378896328792427,0.9657631954350927,0.8247656693344815,0.6490090001382695,2.4730116363983363,0.04911931614786423,0.03234120511079571,0.10036496350364964,0.04503901455446918,0.9379562043795621,0.7734977615427849,0.7091756873698505,0.026352275153028182,C
TCGA_DU_7018_19911220_22,380,177,176,20,1,0.9468367889420521,0.9468367889420521,0.19829261126236636,0.8499581889857842,0.7718594055109568,0.9456406166932483,0.5472658132933426,8.555347791451842,42.720018726587654,0.8583222046861722,0.7899441340782123,0.9396597554492291,0.5541157970988887,8.076014983112552,42.94240321130084,0.033410770038365685,0.021024348938484275,0.14856557377049182,0.03005155594063981,0.9620901639344263,1.0945895961894896,0.39540388549075345,0.008364015700387917,C
